freq,mag,phase
6.0,0.9996861481870378,-106.622068266986
6.002287104,0.9996551059968176,-106.75955997810254
6.004574208,0.9996489629740373,-106.89676900085311
6.006861312,0.9996653211480017,-107.03409536193533
6.009147904,0.9997030826627853,-107.17177552377605
6.011435008,0.9997600882264175,-107.31015382511697
6.013722112,0.999832423698614,-107.44949555196195
6.016009216,0.9999156983579972,-107.58993959016317
6.01829632,1.0000048837487063,-107.73164293466634
6.020583424,1.000093765430267,-107.87464966873598
6.022870016,1.0001771061696965,-108.01895709930747
6.02515712,1.0002496190919283,-108.16438153429426
6.027444224,1.000306552194214,-108.31072100224051
6.029731328,1.000344258342596,-108.45777807906545
6.032018432,1.000360509750218,-108.6052413366343
6.034305536,1.0003539945307653,-108.75272057786268
6.036592128,1.000325167998181,-108.90002852618714
6.038879232,1.0002759667408596,-109.04671646604277
6.041166336,1.0002095448130321,-109.19261038798223
6.04345344,1.0001299109498605,-109.3374314397368
6.045740544,1.0000421043450118,-109.48103212767515
6.048027648,0.9999518257629577,-109.62336208950511
6.05031424,0.9998646232249666,-109.76440508681219
6.052601344,0.9997863124362284,-109.9041742679391
6.054888448,0.9997215473843167,-110.04299480929794
6.057175552,0.9996745796702589,-110.18092973933959
6.059462656,0.9996483948444338,-110.31839296980009
6.06174976,0.999644774255761,-110.45561079078936
6.064036352,0.9996640465300624,-110.59295013883711
6.066323456,0.999704705437585,-110.73072208451117
6.06861056,0.9997645019420835,-110.86919550609484
6.070897664,0.9998395428212596,-111.0086739505778
6.073184768,0.9999249879027755,-111.14931486238355
6.075471872,1.0000154840464854,-111.2912739113592
6.077758464,1.0001053520901815,-111.43451779042879
6.080045568,1.0001888875803324,-111.57900412828099
6.082332672,1.0002608464426352,-111.72463184941894
6.084619776,1.0003164420290238,-111.87122411681784
6.08690688,1.000352261291145,-112.0184235589479
6.089193984,1.0003661087919,-112.16605519500087
6.091481088,1.0003568451889018,-112.31368368691857
6.09376768,1.0003252546676198,-112.46103569643134
6.096054784,1.0002731123409254,-112.60779404640823
6.098341888,1.000204009197971,-112.7536490632706
6.100628992,1.0001219740801435,-112.8983732306006
6.102916096,1.0000323339781896,-113.04190800648767
6.1052032,0.999940747048648,-113.18413314334492
6.107489792,0.9998531884179416,-113.32503018679695
6.109776896,0.9997749622170179,-113.46472053456266
6.112064,0.9997111964767045,-113.60336490892662
6.114351104,0.9996659388867142,-113.741231324881
6.116638208,0.9996420185355867,-113.87858225924889
6.118925312,0.9996410757324548,-114.01573825630261
6.121211904,0.9996631313391415,-114.15306387123273
6.123499008,0.9997068172403892,-114.29088054381569
6.125786112,0.9997694147537621,-114.42941563873158
6.128073216,0.9998469886808264,-114.56901156183912
6.13036032,0.9999344772237255,-114.70979965037525
6.132647424,1.000026613490232,-114.8518937472253
6.134934016,1.0001172491853512,-114.99529159230218
6.13722112,1.0002007857862774,-115.14002124434766
6.139508224,1.0002719727204696,-115.28581976243719
6.141795328,1.0003262327249591,-115.43254586717114
6.144082432,1.0003601597156613,-115.57989586811085
6.146369536,1.0003714735402196,-115.72759061049479
6.148656128,1.0003594194447005,-115.87527254847811
6.150943232,1.000324873735303,-116.02264353801253
6.153230336,1.0002698886168093,-116.16937022040321
6.15551744,1.0001979323751575,-116.31515795547712
6.157804544,1.0001135646890922,-116.45978025163531
6.160091648,1.000022280016122,-116.60312686766763
6.162378752,0.9999295745443549,-116.74520797892801
6.164665344,0.9998415082392208,-116.88590512872167
6.166952448,0.9997635935451596,-117.02541285837316
6.169239552,0.9997009857544067,-117.16389390747226
6.171526656,0.999657481698,-117.30162233090579
6.17381376,0.9996357666603541,-117.43882383288049
6.176100864,0.999637504468461,-117.57591631728427
6.178387456,0.9996624497867671,-117.71314485344304
6.18067456,0.9997092069290976,-117.85091047874046
6.182961664,0.9997745993169225,-117.98953193365855
6.185248768,0.9998546120338639,-118.1291613471002
6.187535872,0.9999441789738446,-118.27003274875496
6.189822976,1.0000377990745424,-118.4122462554667
6.192109568,1.0001291219823,-118.55579220368158
6.194396672,1.0002127616855632,-118.70060909023714
6.196683776,1.000283191058742,-118.84652587273912
6.19897088,1.0003360287830914,-118.99337664072942
6.201257984,1.0003678232436672,-119.14080931298692
6.203545088,1.0003765598719563,-119.28852953211715
6.20583168,1.0003616266791266,-119.43624615065704
6.208118784,1.0003241605204842,-119.58355286931564
6.210405888,1.0002661775188229,-119.73017264825012
6.212692992,1.0001915438665012,-119.87583152359036
6.214980096,1.000105020867673,-120.02031254238258
6.2172672,1.0000117949167768,-120.16348901159299
6.219553792,0.999918190863972,-120.30531095656549
6.221840896,0.999829682697075,-120.44579077930221
6.224128,0.9997523197612026,-120.58503349437979
6.226415104,0.9996909130140766,-120.72328696220038
6.228702208,0.999649039300505,-120.8607805357159
6.230989312,0.9996299582154219,-120.99783369043291
6.233275904,0.9996344572519348,-121.1347359013726
6.235563008,0.99966239250712,-121.27189428865279
6.237850112,0.9997121015537358,-121.40961943254838
6.240137216,0.9997804138939217,-121.54818144328625
6.24242432,0.9998629172643115,-121.68784946263018
6.244711424,0.9999545709934069,-121.82877426977217
6.246998528,1.0000493899625906,-121.97103949448449
6.24928512,1.000141460879864,-122.11468580956691
6.251572224,1.0002250529259231,-122.25954917689388
6.253859328,1.000294611242752,-122.40558295394813
6.256146432,1.0003457686054131,-122.55244503708828
6.258433536,1.0003753849284533,-122.69991101220283
6.26072064,1.0003815649291459,-122.84764591400844
6.263007232,1.0003636442529185,-122.99530457265672
6.265294336,1.000323033296012,-123.14251118171069
