a,h,e,angle
2.7,2.6,2.6,109.0072520888602
12.4,12.9,1.8,110.34488222556664
13.3,7.7,1.6,-85.90536393708545
13.9,4.2,2.0,32.91010769161585
12.4,8.5,2.1,-143.33109644989372
11.5,6.4,2.3,-72.61402083138393
8.0,17.2,2.0,-32.45578630583685
4.0,19.9,2.4,-113.894840131749
6.6,10.0,1.7,-129.85110164555317
3.6,3.3,1.5,91.15302672692452
2.3,2.0,2.5,126.25745891843812
13.3,19.4,1.3,-45.08295294545273
5.5,12.0,1.6,-178.6109528829101
5.4,17.7,1.4,31.50226503970644
5.8,17.5,2.5,-62.85752097378642
7.5,14.3,1.4,123.82572500919515
9.8,2.4,1.9,113.18145828743994
2.2,10.6,2.7,-169.04121597659517
12.2,10.4,1.9,176.81353077282827
8.7,8.0,2.6,-124.8454598032376
12.3,12.7,2.6,40.00227933226751
6.0,15.6,2.7,-9.17541825105445
7.3,5.9,2.4,-20.731064607483027
2.5,18.4,1.9,-15.55525213886806
4.0,18.5,1.5,4.136738210170653
10.0,2.7,2.0,103.1096660565035
5.8,12.4,2.4,124.96118432774568
12.8,17.1,2.6,-166.0357088344703
3.3,17.4,2.2,-9.393342340132977
13.9,15.2,1.3,90.03794561752026
8.4,10.5,2.1,-176.682688891002
10.5,15.1,2.5,-40.82165110040818
14.0,19.0,1.3,-36.54740255053668
5.4,3.8,1.8,73.96206248852683
6.8,15.4,1.9,52.68020550551567
7.5,9.1,2.7,-156.37954768014416
11.2,17.6,2.7,-165.333210512473
11.9,3.4,1.6,81.96012372441345
3.1,15.7,1.3,102.3820916944914
4.1,3.3,1.8,89.85238248851275
6.1,19.4,2.7,-149.41393848053164
2.6,5.4,2.1,25.42366947543345
8.1,19.5,2.6,-172.02630122341083
5.9,5.3,1.6,28.862696781804114
4.0,14.8,2.3,64.10308401506575
4.4,16.9,1.7,34.292901452982534
13.0,2.1,2.2,119.77247664100656
10.1,10.9,1.7,-172.81357890655124
7.5,17.2,1.7,5.64052622933596
13.0,17.4,2.6,-177.2446363000521
3.1,19.3,2.0,-54.92642346858295
11.0,6.4,1.9,-44.01442708262482
10.8,20.0,1.5,-87.32421587906967
8.7,13.9,1.7,106.60702301157032
4.2,2.0,1.7,126.55390181537882
9.1,17.4,2.0,-53.67974522650499
5.5,9.1,1.3,-76.4628629534349
3.6,4.0,1.9,69.0983057455344
4.5,3.2,1.4,94.01048060564112
12.8,8.4,1.7,-114.6619674236928
2.8,5.0,1.7,41.5957047419046
4.8,14.6,1.5,115.32686313864036
2.5,15.5,1.6,89.91597157247027
7.2,13.1,1.6,143.59687081812942
2.1,6.1,2.2,2.643040351658895
12.8,13.5,1.9,76.04249788480008
4.3,12.4,1.3,-167.9476891784613
3.0,18.4,2.3,-46.10001040228791
5.5,18.5,2.6,-102.34636301039946
7.4,11.2,1.8,-175.25211958673057
3.1,18.6,1.6,-3.087260839012336
14.0,10.2,1.9,171.69200541411664
5.8,15.3,2.7,5.225827905185362
5.5,2.5,1.7,112.44337009350296
2.6,20.0,2.1,-80.25148438889191
5.5,4.7,1.6,48.19015468450272
2.4,14.6,1.9,99.88824786968236
7.9,20.0,1.6,-78.02336178305634
11.2,9.6,2.3,-177.53209560885716
9.6,5.0,2.2,11.350114339484938
3.0,5.3,1.7,32.32205882670077
2.8,17.4,1.8,19.978556677488445
11.4,4.1,1.7,56.28419624575975
12.9,19.5,1.7,-128.80253233438486
8.3,16.9,2.4,-68.59473583445012
3.2,15.8,2.0,54.33892578808265
11.9,18.0,1.6,-48.58703306513435
5.9,12.6,1.6,162.6146567990187
5.4,13.3,1.7,137.91496952942515
11.0,10.8,1.6,-166.73366060739153
2.1,3.2,1.9,93.42415030186925
2.4,18.2,2.7,-58.64274370573474
10.0,12.2,1.8,143.92223497811804
9.2,16.8,2.3,-67.96664037173915
8.2,10.9,2.5,152.8929306121969
10.8,6.8,2.4,-88.49136209852783
10.5,15.9,1.4,66.93361352663773
11.4,13.6,1.5,122.05045345951336
5.4,4.5,2.3,45.93197399696043
10.3,11.2,1.7,177.85122878636116
8.6,17.4,1.7,-10.155717078244685
6.6,4.1,2.6,53.14609912163321
2.6,19.3,1.7,-29.19661836795013
11.4,7.7,2.4,-126.910340223082
5.9,8.9,2.4,-124.97044804009252
9.3,7.5,1.7,-62.7903561660929
10.9,15.0,2.1,8.375831263865463
3.1,20.0,2.5,-113.86778118515518
3.5,9.0,1.3,-69.59561256256552
8.6,2.0,2.7,123.89828747720212
7.7,10.2,1.7,-141.16018574608975
12.7,17.0,1.9,-75.1963580496821
11.6,11.7,1.7,158.0263784399283
10.8,17.0,2.7,-141.76129188876214
2.5,8.9,2.1,-91.13177104537796
2.8,6.4,2.6,-17.873793343917793
3.0,3.1,1.8,96.11162185147614
11.6,9.5,1.9,-154.65349077235285
13.4,9.3,1.8,-153.21165535462646
10.2,16.1,2.6,-90.4729004781533
3.5,16.3,1.3,84.90999413845114
10.7,8.9,1.5,-101.79953699186288
3.3,3.5,2.6,81.29282747399928
3.3,16.0,1.3,93.65416605954606
9.7,4.4,2.5,29.146588551270607
5.8,8.8,1.6,-83.53963677211067
9.8,17.7,2.4,-120.95563785540963
11.1,2.2,1.5,120.16401405103916
9.0,3.4,1.7,83.72437826091416
10.9,11.4,1.3,-156.1975244929109
4.7,16.6,2.1,12.540704139642791
10.8,18.5,2.1,-128.05064317108966
13.7,9.0,2.1,-167.0645920955091
12.5,7.9,2.4,-142.54212386791855
2.9,16.8,2.1,18.934236499338105
6.2,10.8,2.6,163.27400826845437
6.2,18.9,1.5,-18.730253704558898
10.2,19.1,1.4,-35.65373803245445
9.2,2.2,2.3,118.31552506146735
11.5,10.8,2.0,163.30754949616167
6.2,14.5,1.8,92.27739268018082
4.4,9.6,1.7,-107.44147417660984
2.9,17.5,2.6,-34.150431279466204
11.3,12.7,1.8,122.72832997830484
4.4,8.1,2.3,-81.95821812270505
6.4,17.7,2.1,-42.248374556231184
8.6,6.4,2.4,-52.190402863583415
4.6,19.4,1.6,-35.11692362810678
9.7,5.2,1.5,26.853141053466103
7.7,8.0,1.8,-76.94177248097466
3.8,5.8,1.4,20.41883611903609
11.4,15.0,2.4,-40.293855465966
3.1,16.4,1.7,55.17061603891058
5.4,14.0,2.2,86.98939254389884
4.8,3.6,2.2,78.22902534933466
8.3,6.7,2.1,-48.19423138681228
3.0,11.9,1.3,-151.3187178733508
6.7,14.5,2.2,61.57109102077434
3.2,3.4,1.9,87.12921016107506
3.3,7.9,2.3,-67.68038780189717
11.5,2.8,1.6,101.59540499449838
5.4,10.4,1.4,-119.7415935006976
9.2,17.6,1.3,32.62429255825017
13.7,2.4,2.6,105.54250623598269
7.1,6.4,1.3,0.5341995588063917
10.3,17.0,2.3,-93.16804888172295
11.2,4.5,2.1,29.089655169526623
7.1,7.1,1.8,-42.32120763444351
9.9,4.7,2.6,9.962158344221706
3.3,2.1,1.7,123.93422767459316
13.3,5.5,1.8,-14.587286081534634
4.2,7.1,1.9,-32.497028361372664
5.1,14.3,1.8,103.28609582040347
11.6,8.8,1.4,-93.82627545302468
7.7,13.8,2.4,64.52390753835826
11.3,6.8,2.7,-108.92517086122368
6.5,20.0,2.7,-174.3153600320161
5.2,8.6,2.0,-92.40016908424784
2.3,19.6,1.3,-4.876551682246742
10.1,7.2,2.4,-97.8740663806
7.0,12.8,1.6,152.92106015463796
7.4,2.4,2.4,112.79220492485244
9.3,12.6,1.9,128.5983195497112
2.6,11.2,2.7,168.3864501011614
5.6,15.8,1.6,70.06597592106903
11.3,16.3,2.6,-117.1842900553202
10.4,7.7,1.7,-76.0844690624132
3.5,2.4,1.8,115.5520267450406
3.5,12.6,2.1,145.460674827844
3.0,16.2,2.5,14.286665709322063
2.0,16.2,1.7,65.22567737053197
6.9,14.1,1.7,108.39137310352956
9.9,5.5,1.5,16.11689209660579
10.7,10.3,2.4,160.67651501675343
8.3,8.9,1.9,-116.1544486647184
3.2,15.1,1.6,99.2883468366282
9.6,7.2,2.1,-77.29933998268524
3.5,5.3,2.1,26.41647841691864
3.6,4.7,2.4,42.71686160021208
3.1,12.7,2.5,125.96730190332772
3.7,4.9,1.6,44.4536825647648
3.9,18.3,2.3,-51.74711596997777
4.3,10.9,1.9,-156.75675170320935
5.7,2.1,1.3,124.12621661155492
5.6,18.0,1.4,21.93026639532415
4.5,10.5,1.4,-120.10273472150038
4.9,14.7,2.2,67.38193997330383
12.8,4.0,2.0,47.99925209783352
10.5,7.1,2.0,-74.46346621100744
8.6,15.9,2.3,-22.0849832248695
4.2,2.7,2.1,106.3099594536035
4.4,19.1,1.6,-24.779778242297176
2.8,14.5,1.5,123.84322816943452
13.1,3.7,2.4,49.22513126461924
10.5,14.4,2.0,50.42255668356204
8.7,2.9,2.4,95.19559549519408
5.6,13.6,1.7,128.36158992321043
3.9,13.2,2.1,125.21984784380096
9.5,4.9,1.5,37.34252702474205
13.9,11.5,2.0,128.402156299474
4.0,4.6,2.0,49.20421266199735
5.0,13.4,2.1,113.66975621154508
6.6,5.6,2.0,7.495541782130246
2.8,9.4,1.4,-83.6088689308661
10.2,17.6,2.0,-76.11709919617563
6.7,5.0,2.3,22.63291947748354
13.8,19.4,1.7,-136.73724348131523
6.7,2.8,2.5,100.25141773901078
9.4,18.6,1.8,-74.2287458092235
3.8,13.1,1.4,167.20615261833035
6.4,6.0,2.4,-18.84376551006599
3.9,4.4,2.7,49.22490367764483
11.2,5.2,2.6,-27.438705025508785
12.5,12.3,2.1,103.9710497570108
6.1,4.1,2.2,59.47611984750639
10.3,3.2,1.3,92.74069855339178
5.4,14.7,2.6,38.96976076086461
8.3,4.5,2.2,38.33856019303904
12.1,3.7,1.6,71.49866902788445
9.1,18.1,2.5,-133.5081689407863
5.9,3.8,2.2,70.09128062780277
5.5,7.6,1.9,-55.738863122176966
7.4,5.3,2.7,-4.96869212186756
6.9,11.9,1.9,160.78850322674606
6.1,18.7,2.2,-82.9515975836956
8.7,5.1,2.3,8.579110819809426
10.9,18.7,1.3,-8.764310110686681
6.9,18.5,1.4,1.5695372285607911
7.0,11.3,2.2,162.0933804178852
3.4,19.8,1.3,-13.269556007022846
2.2,7.7,2.4,-56.977429005433706
5.4,6.7,2.1,-30.27335524068327
5.7,2.8,1.7,103.85925743103452
9.8,15.5,2.6,-57.84035509239581
13.5,17.5,1.5,-26.42379324811325
13.3,11.3,2.4,110.1683475560376
7.4,16.3,2.0,7.406898565538183
4.8,9.5,1.3,-86.56423729083612
11.2,16.9,2.3,-104.0392680516597
11.2,7.4,2.4,-114.85769664030204
10.9,13.5,2.7,9.888645032898737
11.0,2.7,2.7,97.17924903785132
3.2,7.8,1.6,-43.0413277204234
10.2,11.0,2.4,142.82875266170396
7.5,7.7,1.8,-65.47613268486201
4.4,19.8,2.0,-82.48226495114352
3.1,12.0,2.0,170.45374342487048
11.9,13.6,1.9,79.77762055053834
4.0,13.4,1.4,158.22260876758048
3.9,11.0,2.3,-176.0673639463506
10.0,4.9,1.8,27.08426551157747
12.8,6.2,1.9,-49.23557618856172
8.1,6.4,2.0,-30.55619255475864
10.5,6.4,1.6,-23.052228354369472
3.8,10.9,1.5,-134.96698132235187
13.5,9.4,2.6,158.37520626021805
8.4,14.9,1.8,67.74985728723567
10.2,3.7,2.4,61.15481762383294
2.3,18.1,1.9,-5.211751516512568
11.7,16.9,2.6,-143.46998471684154
11.0,18.1,1.7,-59.7822437413148
3.4,5.2,1.3,39.27665679095481
8.2,9.5,1.6,-115.9754032790435
5.7,19.6,1.6,-48.40076486573156
8.5,10.7,1.3,-130.078677523625
6.6,10.7,2.2,-177.58599295534478
6.8,16.1,2.3,-6.291485415012924
4.1,11.3,2.3,173.33557593499864
5.0,6.1,2.1,-6.483391379503305
2.1,20.0,1.7,-47.48692423513256
13.2,2.4,2.2,109.22826270227444
9.8,16.3,1.5,44.697645861993095
13.2,19.2,2.1,-179.5588512079895
3.9,10.3,1.8,-131.58030156590613
13.1,15.4,2.1,-47.65880886339703
11.5,19.6,1.4,-61.14205374445165
8.9,6.1,2.7,-55.37786212006712
7.2,8.7,1.9,-102.92148465679549
5.0,12.7,1.7,156.9647630839336
11.1,7.3,1.7,-66.06844833425066
4.6,17.9,2.2,-38.028419719826026
2.7,4.1,2.0,66.47576057005061
11.3,5.4,1.8,1.5675140325065209
10.0,18.8,1.4,-24.59538580455148
10.6,12.4,1.4,167.76171670101368
9.7,5.9,1.9,-15.368369504439794
6.9,5.3,2.3,9.748708292897332
6.5,8.4,1.5,-68.6051552626867
11.8,14.2,1.6,91.54486750780806
5.6,19.4,2.3,-109.15048635382836
11.8,9.1,1.4,-103.7918750071319
11.5,10.1,1.6,-149.4759589415101
12.3,9.8,2.3,169.86957270503245
8.0,2.6,2.0,107.60417744230392
9.6,11.6,1.8,162.9913305934876
13.5,6.5,2.3,-97.9085858536914
7.2,19.6,2.7,-171.27153876212347
2.6,14.9,2.0,84.72437860269261
12.5,6.5,1.5,-29.06417558410075
9.6,6.5,1.6,-22.800932205908165
6.1,12.9,1.6,153.27811455788054
14.0,13.8,2.6,-71.15805765390854
4.6,7.7,1.9,-54.63854631329791
9.8,12.6,2.2,105.5070210519718
9.2,18.3,1.7,-47.55319344456521
6.4,17.0,1.7,19.873592647542047
3.7,6.3,2.5,-16.91355372232296
2.2,9.2,1.8,-89.62452298210465
6.9,10.4,2.5,175.8205508062697
4.1,19.3,2.7,-117.48736698458012
10.7,14.7,2.1,24.30669965818486
6.3,2.2,2.4,119.43489627650256
12.2,8.9,2.5,-173.91848055357357
10.8,15.6,1.8,23.78134213946461
8.8,9.6,2.7,179.59622364408318
4.0,17.7,2.6,-53.51629146284734
13.6,2.3,1.8,114.83067947196956
5.1,13.6,1.4,149.8555744297271
13.2,3.1,2.7,73.3596303410662
4.6,5.5,2.0,18.120664868643864
6.3,7.3,2.6,-78.52620368564152
3.0,2.4,1.4,116.1230434088924
9.7,2.2,2.7,116.76691024510176
4.1,10.6,1.8,-141.7776325661942
2.4,12.4,2.1,156.87994316277357
10.7,11.8,1.8,152.12551236874864
6.0,13.5,1.3,157.90250532329495
9.9,12.8,1.5,150.20721550037507
6.4,11.1,2.6,152.7735493659944
9.5,15.1,1.8,53.50587930486562
2.2,4.1,1.6,68.91655239362252
13.0,13.1,1.4,140.88885403657068
11.6,17.5,2.3,-130.68049678809214
11.0,7.1,2.4,-102.07427988484696
11.8,6.1,2.6,-79.40578119278399
6.4,10.4,2.1,-162.37338266393942
9.4,9.1,1.9,-129.26515406130372
8.8,19.9,1.5,-67.72004271887535
8.3,3.1,1.3,96.22779443780708
5.2,10.8,1.8,-153.00181916912726
4.9,10.3,2.5,-168.53845110888412
7.3,19.8,1.9,-102.91688443496028
4.6,14.3,1.5,124.51610200618764
11.7,8.9,2.2,-155.72789566386604
13.9,7.1,2.3,-124.730536018509
2.2,16.5,1.8,49.676164648122864
8.4,3.2,2.1,87.44521677683929
2.9,19.0,2.0,-43.88977349706012
11.7,6.0,1.9,-32.062295494768094
13.9,17.3,2.6,171.35276932573495
2.7,7.7,2.7,-68.69225196191172
13.4,2.7,2.2,97.74085288104858
2.1,15.6,2.0,65.81517010272447
10.2,16.9,1.6,7.851478932442919
11.4,18.7,1.7,-85.52123773515183
8.3,18.4,1.8,-55.11255209056671
12.7,5.3,2.2,-25.58200757357412
12.9,2.0,1.4,125.87514341456142
9.5,12.2,1.5,168.3171760813556
3.6,12.8,1.3,-177.76140746906358
4.5,11.9,2.3,152.45948263535502
4.1,14.2,2.6,66.96278168765213
2.4,3.6,2.7,78.9222306554645
3.2,10.7,1.9,-145.24423543352808
9.4,7.6,2.5,-111.7668151276218
13.4,4.2,1.6,50.70934460666966
6.1,10.0,1.3,-103.93432240314957
6.8,9.6,1.3,-94.0621091303947
13.9,3.5,1.6,75.79845678608791
13.4,15.1,2.4,-88.01242109138498
10.1,13.1,1.5,141.07715910616952
13.9,14.4,2.3,-50.805529715711366
11.3,3.2,2.0,84.43122461306181
5.9,7.5,1.5,-38.26826524891319
9.9,18.6,2.1,-119.17698812982208
4.9,4.5,1.9,51.84066683336961
5.4,16.9,2.5,-35.31541478427093
10.2,7.4,1.7,-64.31227952224229
8.2,16.0,2.7,-60.8738122981258
6.8,11.0,2.2,172.2164352554248
9.2,13.2,1.6,133.2427342993654
11.1,4.4,1.4,53.92619979707071
9.0,4.1,2.1,53.82696721922557
8.6,7.2,1.3,-26.6106460665748
9.0,4.8,2.6,11.005254824138994
8.0,15.0,2.2,31.78286948465187
2.8,19.6,1.7,-39.31137978697413
10.6,17.5,1.6,-17.30294366990132
14.0,12.4,1.7,126.07045276753288
6.1,11.4,2.2,163.93840094284948
13.7,10.5,1.5,-162.0015042424884
6.0,9.8,2.1,-141.3071900412239
12.7,9.0,1.4,-104.62431646200864
7.4,8.3,1.5,-68.78867130557865
6.8,11.7,2.6,131.5659161584129
4.5,11.2,1.9,-166.91092716349914
3.5,4.6,1.6,53.524887189546384
5.6,2.6,2.5,107.49310855755056
10.7,15.4,2.5,-58.50480927932787
11.4,16.5,1.9,-35.19499261938042
10.3,13.4,1.6,123.03136750818628
2.0,19.8,2.5,-95.24657335909444
12.2,11.9,1.3,-173.40917625293963
13.1,16.1,2.5,-131.7849891692612
11.3,11.2,2.4,129.51828690695103
2.4,8.0,2.4,-68.80596618838982
6.3,16.8,2.4,-35.29754665360406
10.5,9.3,1.9,-142.11446273073287
10.8,6.1,1.9,-30.218372752131607
4.6,8.4,2.4,-97.98601485990946
5.2,2.0,2.4,125.65107569497576
10.1,5.8,1.5,5.172252216106873
7.6,15.9,1.5,67.58770332531991
9.5,7.1,1.3,-25.54676885382189
4.7,18.8,1.9,-44.23240218220601
4.0,19.2,2.0,-59.39971953360348
12.0,13.7,2.7,-24.32126624679517
11.3,3.9,2.4,47.96088837667564
13.3,8.4,2.1,-147.2733105669667
3.2,12.2,1.3,-160.14633475279854
4.1,15.0,1.5,105.89523614456265
3.1,14.9,2.3,66.39419911322909
7.8,4.5,1.8,47.65417491438571
4.3,4.3,2.3,55.52530893864983
12.8,9.8,2.6,152.10160550045995
3.1,14.2,1.9,108.96008635457852
2.4,10.9,2.7,179.59759657195386
8.7,2.2,2.0,119.36413935265897
11.3,15.6,2.1,-24.790308251837832
5.6,11.4,1.9,-178.23708459436725
4.1,6.9,2.6,-45.16892281366576
5.9,14.0,2.5,65.82771244153685
4.4,18.3,2.6,-79.78640153725931
8.0,11.4,1.4,-156.40767554864522
13.0,5.8,1.4,1.856733129854934
9.5,18.7,2.5,-157.70027741369415
3.1,17.8,2.6,-46.460685531683374
6.5,9.1,2.0,-116.94048318116356
2.5,19.1,2.4,-70.88027883667723
7.9,10.5,1.7,-150.99500929164287
7.1,3.4,2.5,79.23736012170016
14.0,15.3,2.0,-43.64751114319343
11.8,4.7,1.7,32.32678590506267
7.7,11.6,2.6,129.26372125643223
12.8,6.9,2.3,-105.8977377150681
3.6,11.3,1.9,-165.71964655177612
6.5,5.4,2.7,-3.171694416401232
13.2,7.5,2.4,-136.34002756358012
13.1,12.5,1.8,118.93819376209863
10.6,7.3,1.3,-34.55060402930114
9.4,13.5,1.6,123.73173296853332
6.0,6.2,1.3,8.059572373682272
13.3,12.8,1.8,107.98666222978456
3.4,19.0,2.4,-76.96951537261192
10.8,9.7,2.7,164.07813994379728
9.7,16.1,2.2,-35.264488034593064
12.1,5.9,1.5,-5.112145221499558
6.6,9.3,1.3,-84.83197520921688
11.1,3.6,2.4,62.62713573629841
12.1,13.2,1.5,130.9372420751016
5.7,12.3,1.6,171.9815565305643
8.6,9.3,2.7,-170.0822420323075
13.8,9.9,1.8,-171.9836879531672
8.5,19.4,2.2,-137.18160149251133
5.8,11.0,1.5,-144.54178942124724
9.4,14.2,2.1,58.42757848902855
6.2,4.3,1.5,60.79091274054274
11.1,16.8,1.5,19.77591486774837
6.8,13.9,2.5,61.88725839441934
7.8,10.3,2.4,177.97398558962414
10.3,16.3,1.9,-12.558951184986096
13.7,14.8,2.7,-120.450872211172
5.8,6.6,1.7,-15.842408597236735
12.1,19.0,2.1,-159.9319460479619
10.9,9.2,1.5,-111.92147712869104
13.5,11.6,2.4,96.14622541713236
2.3,5.0,1.3,45.47585262603979
6.1,15.8,1.9,43.98994040393575
10.0,2.0,1.5,126.04814035140888
5.3,5.8,2.4,-4.262636657282262
4.7,6.4,1.8,-8.238957135956941
10.6,2.1,2.6,119.81855688036929
9.5,9.2,2.7,-172.98713773925186
9.1,6.5,1.3,-6.00621250305677
9.9,12.0,2.6,100.15256295571646
2.4,16.8,1.8,39.88063339481623
6.0,17.8,2.5,-76.64225786124538
7.3,18.3,2.5,-113.59850909059156
4.8,10.9,2.2,-173.53919711990497
10.6,10.9,2.0,165.37086058321515
12.3,17.1,2.3,-128.65954816409555
5.3,6.6,1.4,-5.56916817687747
10.8,10.5,1.6,-157.44501219380362
3.6,12.0,2.4,149.69356850424882
12.1,16.1,1.8,-11.463469259381112
3.6,14.2,2.2,90.78175154769242
9.1,2.8,2.0,100.59113222977128
6.2,9.4,1.7,-109.38336222379732
11.7,14.8,1.3,108.37307143489616
7.9,14.9,1.4,105.56680008546046
7.8,2.3,2.0,116.7378192512735
12.6,4.4,2.4,14.02802736996277
6.1,7.0,2.5,-60.886148395168526
7.3,12.5,1.9,141.2222037994774
13.6,17.6,2.3,-163.80870743602495
2.4,5.8,2.5,7.380257473678193
13.7,17.0,2.6,-177.44393787704112
4.2,12.9,2.5,113.46135913381691
10.0,10.0,2.0,-165.6833216229768
9.0,15.8,1.9,21.075552175319185
10.1,8.7,1.8,-114.5833390585054
6.2,5.0,1.9,32.45093906136932
9.4,17.9,1.3,22.73447438192364
11.7,19.9,1.4,-72.31398661088865
2.1,17.1,1.4,58.20359079189021
2.9,7.3,2.3,-44.044556450619815
13.8,3.3,2.3,68.77465037691886
9.8,9.7,1.9,-149.83087657036145
4.7,8.6,1.6,-72.93439443127252
6.7,7.9,2.6,-104.81163146322204
3.4,10.3,1.5,-115.96660660957332
5.1,17.9,2.6,-75.37141453935398
5.0,14.1,2.6,63.6491645018921
5.8,13.9,1.8,112.29417214716844
3.8,7.9,2.7,-84.74074087190752
6.0,16.4,1.6,50.06045602196555
3.4,9.5,2.5,-131.84063739545184
12.6,17.6,1.5,-21.363047594321017
3.1,2.5,2.2,112.3044626141609
13.2,14.8,2.4,-69.30611649854828
6.6,12.2,1.6,171.57344043929317
2.4,16.1,1.3,92.51002335545613
6.0,3.2,2.5,87.88775305297055
10.8,19.2,2.5,170.76091227175215
11.6,2.2,1.9,118.5249802608681
8.5,7.7,2.5,-107.8693268411892
10.3,4.6,2.2,25.65360607217516
12.8,4.7,2.5,-10.062786105622417
2.5,19.9,1.3,-13.773977945419968
5.5,14.9,1.9,76.49500397892726
2.4,13.9,1.5,142.1022879668738
4.3,8.7,2.0,-90.58873757601438
10.6,18.9,2.5,-178.02053901622955
10.7,5.2,2.2,-4.5586727001899945
12.6,8.8,2.1,-153.54934434088042
8.9,16.4,1.5,46.09331226323864
2.8,2.1,1.4,124.21990461709322
13.1,19.1,1.3,-33.95738136503143
11.6,15.3,2.5,-71.52398454664029
5.3,16.8,1.7,32.71721314410127
8.5,3.4,1.3,87.67099083648976
13.9,4.9,2.5,-36.47970629757391
10.6,13.8,2.3,43.05891868255842
12.2,3.8,2.4,48.730411522225744
7.1,7.8,2.2,-86.05965461026263
7.6,2.0,2.0,125.56089971714536
8.7,12.4,2.3,113.03569769340146
5.2,3.5,1.8,83.21918485111762
11.0,19.5,2.6,150.2113317334926
7.9,16.3,2.3,-28.456474074918688
9.7,16.8,2.7,-117.63872185851986
5.5,19.3,1.6,-37.69493375712533
3.6,16.4,2.1,27.07043220471394
7.6,12.9,2.7,79.46184987279808
6.2,6.5,1.3,-1.0838580964006874
11.5,7.9,1.7,-89.74815257530516
11.4,9.9,2.3,172.74480069227485
10.0,14.4,1.7,84.34804716593503
3.5,19.2,1.6,-22.93189614046318
2.2,3.3,2.7,88.37250297177002
8.7,11.0,1.4,-147.36827496517216
5.5,10.5,2.2,-165.08077999966724
13.4,3.4,2.7,55.76800686213591
13.8,14.3,1.5,89.93552158932471
5.3,18.2,2.6,-88.91704717204776
11.6,19.0,1.7,-97.89961396659584
12.8,11.3,2.0,141.6013899080885
9.1,18.9,1.4,-22.3508678800924
12.6,16.1,2.1,-69.56919335427608
13.4,11.5,1.6,163.47354070952215
8.5,18.7,1.8,-67.62144744753185
10.8,2.4,2.7,108.82510866467469
8.9,5.4,2.3,-5.946477895886193
2.2,11.4,1.6,-149.39348329226428
7.3,7.4,1.8,-53.91915057832512
9.7,13.9,2.4,39.706538382031134
8.1,17.4,1.3,42.26444254260979
6.3,5.1,2.7,11.23306896470976
13.3,14.2,2.7,-84.6548081263982
12.0,12.3,1.8,131.17212858307946
12.3,4.0,1.7,58.02436042084166
6.3,6.6,2.1,-31.593292449368835
9.1,10.8,2.5,150.61135950357556
12.5,15.2,2.4,-72.28066165551348
13.3,3.3,1.9,78.52210932806327
10.0,13.6,2.7,20.19653422317966
4.4,10.3,2.2,-152.26119428363668
9.8,18.5,1.4,-13.604342597849854
2.8,5.7,2.1,15.163273108131907
6.7,16.7,2.0,-0.2986107117876341
10.0,9.3,1.5,-110.851521055894
13.3,4.8,1.3,41.1205880122726
11.7,19.1,2.5,161.95078419697262
7.7,8.7,2.3,-126.63639809837844
11.1,18.2,2.4,-155.13761686469348
6.8,19.8,1.6,-62.74841386636768
13.7,11.9,2.4,80.19449064305537
13.9,12.2,2.5,48.97821424447772
12.5,2.1,1.8,121.6230109807348
6.4,18.4,2.6,-112.26692528302696
7.4,9.0,1.9,-113.92880195977436
4.9,7.4,2.2,-56.30514155688405
11.5,2.0,2.6,122.59920759200875
12.6,15.4,1.7,28.682852859281454
13.1,3.0,1.9,90.31959948546648
8.7,4.4,1.8,49.17934794887663
9.2,4.4,2.2,39.08247909273654
3.8,2.8,2.5,102.66438245150567
12.9,4.9,1.7,19.993708871922323
7.3,15.4,2.2,23.58587884296812
4.4,7.4,1.9,-43.52467409876628
12.9,3.4,2.3,67.5838366735492
11.2,13.3,1.5,131.45382039851637
12.6,14.6,2.7,-86.0348521360976
5.3,14.6,1.8,93.34810315740782
10.1,6.5,2.0,-47.64001200496717
10.0,4.2,1.4,61.57070896107112
3.4,11.7,2.4,160.2501198273627
6.7,19.6,2.3,-129.98176233403078
5.2,11.5,2.3,161.00894193940994
10.6,15.3,1.8,37.31509873256933
5.3,11.7,1.5,-163.1606105907
12.8,12.0,2.5,78.29651420097075
12.0,4.3,1.3,58.71442266763615
6.5,6.2,1.7,-4.745661112779676
7.8,19.1,1.9,-85.64500234049646
10.3,18.5,1.7,-66.13621127414257
12.1,11.0,1.6,-177.1602623735382
9.3,11.1,2.5,140.19088542263356
8.8,17.7,1.7,-22.553765086983777
5.8,2.9,2.5,97.92047630834672
7.4,11.9,2.3,136.6097235660173
10.6,8.0,1.7,-87.60209611214896
12.7,2.4,1.9,111.5634386830416
10.7,3.0,2.4,88.59454765685565
2.1,16.3,2.5,17.789383404802024
10.1,8.0,1.4,-62.76299707660824
7.2,4.3,2.2,49.5719858022109
7.2,2.1,2.4,122.04733894514872
3.3,13.8,1.4,148.5854727910082
11.8,9.8,1.9,-164.33210542178625
5.7,15.9,2.3,13.16909697801216
4.9,6.7,1.8,-18.95343304416594
6.0,4.0,1.5,69.87810784739402
6.3,11.7,2.3,148.82363732688066
8.5,12.1,2.2,129.6481404376984
8.7,14.6,2.1,49.40205841795797
6.5,19.3,2.3,-117.5811618143624
6.6,8.5,2.3,-111.85001535226785
8.1,2.0,2.3,124.8870641144546
9.9,9.1,2.3,-154.5783383113316
13.5,7.2,2.7,-144.64397630090014
10.7,7.4,2.1,-93.48410726514916
