a,h,e,angle
9.9,5.5,1.24,-138.1343838662192
2.6,17.1,2.25,-125.50291754518376
10.5,12.9,2.72,-75.31142931347854
8.0,12.1,2.25,-13.674396028653724
5.8,13.9,1.24,8.863216697766008
8.3,14.7,2.72,-120.850814473745
10.8,6.8,2.53,118.4445647117616
12.1,12.4,2.72,-74.70782302871302
5.9,19.9,1.24,-142.43492763264757
5.9,6.7,2.53,160.8382169634331
6.3,11.0,2.25,27.26548609450367
10.4,15.7,2.53,-171.81538439212468
12.6,5.2,1.24,-133.01689467368453
11.4,5.5,2.72,163.95518616285267
12.7,19.9,2.53,2.667698571932158
12.7,11.1,2.72,-36.37110037398193
4.1,10.6,2.25,52.39599574186768
12.4,19.4,2.72,2.5708534098887754
13.7,5.3,2.72,148.06521732524246
11.5,11.5,2.53,-31.50181364373724
12.7,15.5,2.53,154.9838062156075
2.7,12.1,2.53,4.166450870515926
10.1,15.3,1.24,-34.08308265831141
6.1,7.8,1.24,165.35607197464458
10.1,8.7,2.25,70.58655851254632
12.8,6.2,2.25,141.50246250958068
6.7,4.3,2.25,-113.82353587539208
11.4,18.7,1.24,-126.29786701764608
4.0,13.3,2.72,-46.43976312949385
8.4,3.2,2.25,-82.74030344697097
9.8,17.0,2.25,173.52236646519452
10.8,20.0,1.24,-158.58180040784598
5.8,18.3,1.24,-103.07092742273284
5.2,8.6,2.25,108.4366975368141
13.2,8.2,2.72,37.28692578380557
9.7,4.4,2.72,-133.43773387158726
3.0,19.1,2.72,145.8343554476296
9.9,3.3,1.24,-80.82904595489691
4.4,2.3,1.24,-55.31283291156817
11.6,4.4,1.24,-109.71419022803732
12.6,16.1,2.53,127.9195448104545
6.2,15.9,2.72,-142.35737181849282
3.6,4.7,2.53,-122.08597783417405
11.4,9.9,2.53,12.603631260728696
6.0,10.5,2.72,23.17129063877071
5.0,14.1,2.72,-75.4456712094115
4.4,15.4,2.53,-100.84730995108973
2.8,7.2,1.24,-175.72403013281286
8.9,2.5,2.25,-62.86045156048515
7.1,8.5,2.72,78.66620149068648
11.2,19.8,2.72,10.218473574840091
8.1,4.9,2.72,-146.86170204953612
6.9,9.7,2.25,61.96570141199122
2.7,3.4,1.24,-81.83257209504247
4.6,5.5,2.25,-146.28141108753496
8.7,16.8,2.25,-163.91594607631018
7.2,3.6,2.25,-93.0215551047064
13.0,7.2,2.53,81.82199872837752
2.6,3.9,2.72,-98.90225897686368
7.5,19.4,1.24,-133.72122775642617
8.6,4.2,2.72,-121.12319046056732
3.5,14.1,1.24,7.425788069648952
8.6,19.6,1.24,-142.847971976094
12.5,16.7,2.25,142.59908350584553
4.4,6.7,1.24,-164.61169883456964
3.8,16.7,2.25,-120.38174540943136
2.6,19.3,1.24,-122.70982175013252
10.3,11.9,2.53,-34.120445836275046
2.2,4.1,1.24,-98.75567265025822
5.5,17.8,2.53,173.52456977648097
13.9,6.4,2.25,120.92388663183532
11.4,7.7,2.53,78.76376334131812
4.9,10.3,2.72,36.852671497346265
10.6,3.6,2.25,-98.21928365040588
3.6,13.5,2.25,-29.13733215210314
9.9,7.6,2.72,86.30241484053369
12.5,14.5,2.25,-118.96947345476843
13.0,2.8,2.72,-78.50158071852127
6.4,8.2,2.53,102.59441800486655
8.1,2.7,2.72,-69.35679074109527
10.5,19.5,2.53,43.79509544236457
10.7,18.3,2.72,59.58649858087004
7.8,8.9,1.24,133.28268883049336
6.6,2.7,1.24,-65.51993360771333
5.4,5.2,2.72,-145.85718125158573
2.9,6.6,2.25,-175.31664491402984
7.6,5.6,2.72,-172.52497915098402
4.0,6.8,2.25,174.03711381243806
7.0,15.7,2.25,-111.71963025725272
13.3,3.3,2.25,-92.80531687513718
8.3,3.8,1.24,-92.85926899199995
13.2,3.9,1.24,-97.34510504671772
3.0,14.8,1.24,-9.162273987288724
14.0,10.2,2.25,-0.8634814532577045
3.1,7.6,2.53,145.6370819938582
5.9,11.1,2.53,14.310076190324764
11.7,10.4,1.24,83.90294583922324
9.5,18.7,2.72,67.25374897897338
7.9,3.9,2.53,-105.89844109309612
5.7,7.9,2.25,128.441558078949
3.5,3.1,2.53,-77.27080704169668
5.6,10.7,1.24,90.4126665585303
4.0,11.2,1.24,80.35859140886014
6.0,6.1,2.72,177.33877573061017
3.2,9.2,2.53,91.81192219616648
12.3,6.9,2.25,115.48689345774442
13.9,2.0,2.53,-51.95272999685787
4.6,14.3,1.24,0.3506255761698485
10.8,2.4,2.72,-62.46680782473317
2.4,7.3,2.25,164.64652248907458
9.7,8.8,2.53,56.503845091564784
10.5,6.4,1.24,-163.9496060167504
2.4,5.1,2.25,-129.98657523530522
2.0,7.4,2.53,158.03650301783952
3.7,10.7,2.53,40.4522291717953
12.6,11.7,2.53,-44.57051223649901
5.3,14.6,2.25,-68.78695691666042
8.5,9.2,2.25,66.79675626589638
8.4,7.6,2.25,121.01176128812465
9.1,18.9,1.24,-125.6093875200665
6.2,13.7,2.72,-70.99192980103815
7.2,5.8,1.24,-143.82591797917115
7.2,12.3,2.72,-36.46171311946958
13.9,13.0,1.24,13.383874793158816
2.6,8.3,2.53,125.2146619951984
7.0,11.3,2.53,1.7876373500530112
11.8,9.8,2.25,25.293805075678176
9.4,14.9,2.53,-124.96676279021716
5.9,4.5,2.72,-123.17372230944322
