freq,mag,phase
6.0,0.9999949018111889,-72.78413840532687
6.008,0.999999581183576,-73.14062468354302
6.016,1.0,-73.497018072761
6.024,1.0,-73.85331799707473
6.032,1.0,-74.20952388731511
6.04,1.0,-74.56563518104419
6.048,0.9999999999999999,-74.92165132254904
6.056,1.0,-75.27757176283559
6.064,0.9999999999999999,-75.63339595962177
6.072,1.0,-75.98912337733053
6.08,0.9999999999999999,-76.34475348708264
6.088,0.9999999999999998,-76.70028576668895
6.096,1.0,-77.05571970064251
6.104,0.9999999999999999,-77.41105478011042
6.112,0.9999999999999999,-77.76629050292516
6.12,0.9999999999999999,-78.12142637357587
6.128,0.9999999999999999,-78.47646190319927
6.136,0.9999999999999999,-78.83139660957012
6.144,0.9999999999999999,-79.18623001709166
6.152,0.9999999999999999,-79.54096165678563
6.16,1.0,-79.89559106628184
6.168,0.9999999999999998,-80.25011778980793
6.176,0.9999999999999999,-80.60454137817831
6.184,0.9999999999999999,-80.95886138878318
6.192,1.0,-81.31307738557716
6.2,0.9999999999999999,-81.6671889390677
6.208,1.0,-82.02119562630317
6.216,0.9999999999999999,-82.37509703086073
6.224,1.0,-82.72889274283395
6.232,0.9999999999999999,-83.0825823588201
6.24,1.0,-83.43616548190735
6.248,1.0,-83.78964172166145
6.256,1.0,-84.14301069411252
6.264,1.0,-84.4962720217413
6.272,1.0,-84.8494253334653
6.28,0.9999999999999999,-85.2024702646247
6.288,0.9999999999999999,-85.55540645696792
6.296,0.9999999999999999,-85.90823355863718
6.304,1.0,-86.26095122415357
6.312,1.0,-86.6135591144021
6.32,1.0,-86.96605689661637
6.328,1.0,-87.31844424436319
6.336,1.0,-87.67072083752683
6.344,0.9999999999999999,-88.02288636229316
6.352,1.0000000000000002,-88.3749405111335
6.36,1.0,-88.72688298278833
6.368,1.0,-89.07871348225075
6.376,1.0,-89.43043172074985
6.384,1.0,-89.7820374157337
6.392,1.0,-90.13353029085222
6.4,1.0,-90.48491007593998
6.408,1.0,-90.83617650699858
6.416,0.9999999999999999,-91.18732932617917
6.424,1.0,-91.53836828176432
6.432,0.9999999999999999,-91.88929312815021
6.44,0.9999999999999998,-92.24010362582831
6.448,0.9999999999999999,-92.59079954136693
6.456,1.0,-92.94138064739285
6.464,1.0,-93.29184672257233
6.472,1.0,-93.64219755159243
6.48,1.0,-93.99243292514181
6.4879999999999995,1.0,-94.34255263989157
6.496,1.0,-94.69255649847592
6.504,0.9999999999999999,-95.04244430947237
6.5120000000000005,1.0,-95.39221588738256
6.52,1.0,-95.74187105261177
6.5280000000000005,1.0,-96.09140963144961
6.536,1.0,-96.44083145604924
6.5440000000000005,1.0,-96.79013636440774
6.552,0.9999999999999999,-97.13932420034507
6.5600000000000005,1.0,-97.48839481348418
6.568,1.0,-97.83734805922964
6.5760000000000005,1.0,-98.18618379874752
6.584,1.0,-98.53490189894386
